text,merek,jenis_produk,kandungan,manfaat,topik,alasan_topik_kosong,topik_label
bioderma sebium serum mengatasi tanda penuaan jerawat,bioderma,serum,,"sebium, mengatasi tanda penuaan jerawat",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
erha algae cucumber serum mata panda wajah hitam niacinamide aging,erha,"serum, panda","algae, cucumber, niacinamide","mata, wajah hitam, aging",1.0,,Pembersih Wajah dan Perawatan Jerawat
nacific cream pelembab wajah,nacific,cream pelembab wajah,,,4.0,,Brightening dengan Bahan Aktif
erha serum kering wajah facial essence niacinamide jerawat vitamin ceramide,erha,"serum, essence","niacinamide, vitamin ceramide","kering wajah facial, jerawat",1.0,,Pembersih Wajah dan Perawatan Jerawat
sebamed multi protect sun cream spf50 sunscreen kulit sensitif wajah vitamin waterproof,sebamed,"sun cream, sunscreen",vitamin,"multi protect, spf50, kulit sensitif wajah, waterproof",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
garnier men acno fight wasabi foam,garnier men,fight wasabi foam,,acno,3.0,,Hidrasi dan Perawatan Kulit Sensitif
wardah uv shield jerawat calming sunscreen serum spf 50 pelindung matahari,wardah,sunscreen serum,,"uv shield jerawat calming, spf 50 pelindung matahari",0.0,,Skincare Anti-Aging dan Brightening
sabun kojie san soap kojic acid pencerah membersihkan perawatan berminyak,kojie san,"sabun, soap",kojic acid,pencerah membersihkan perawatan berminyak,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
melano cc vitamin c brightening moisturizer normal to dry skin kulit kering lemon pelembab wajah pencerah perawatan,melano cc,"moisturizer, pelembab wajah","vitamin c, lemon","brightening, normal to dry skin kulit kering, pencerah perawatan",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific serum niacinamide brightening,skintific,serum,niacinamide,brightening,1.0,,Pembersih Wajah dan Perawatan Jerawat
megah sakti jerawat cleanser facial wash vitamin c untuk membersihkan mencerahkan menenangkan kulit,megah sakti,cleanser facial wash,vitamin c,"jerawat, untuk membersihkan mencerahkan menenangkan kulit",0.0,,Skincare Anti-Aging dan Brightening
ceradan moisturizer lotion pelembab kulit sensitif eksim ceramide hydrating perawatan wajah facial,ceradan,moisturizer lotion,ceramide,"pelembab kulit sensitif eksim, hydrating perawatan wajah facial",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
biore facial foam mild smooth,biore,facial foam,,mild smooth,3.0,,Hidrasi dan Perawatan Kulit Sensitif
skintific moisturizer gel niacinamide brightening,skintific,moisturizer gel,niacinamide,brightening,1.0,,Pembersih Wajah dan Perawatan Jerawat
nivea men white oil control cooling facial foam,nivea men,facial foam,,white oil control cooling,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
senka facial foam sabun cleanser wajah,senka,"facial foam, sabun cleanser wajah",,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
bioderma spf 50 face body sunscreen,bioderma,sunscreen,,spf 50 face body,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
neutrogena eye cream repair mata untuk mengurangi kerutan,neutrogena,eye cream,,repair mata untuk mengurangi kerutan,1.0,,Pembersih Wajah dan Perawatan Jerawat
garnier men fight anti jerawat,garnier men,,,fight anti jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
skintific serum salicylic acid anti jerawat,skintific,serum,salicylic acid,anti jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
hada labo hadalabo shirojyun essence vitamin,hada labo hadalabo shirojyun,essence,vitamin,,0.0,,Skincare Anti-Aging dan Brightening
erha intense oil control facial wash sabun cleanser wajah pria vitamin,erha,facial wash sabun cleanser,vitamin,"intense oil control, wajah pria",0.0,,Skincare Anti-Aging dan Brightening
acnes natural care complete white face wash facial komedo,acnes,face wash,,"natural care complete white, facial komedo",4.0,,Brightening dengan Bahan Aktif
jf sulfur anti jerawat cleanser,jf,cleanser,sulfur,anti jerawat,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
you amino anti jerawat facial wash sabun cuci wajah acid hyaluronic,you,facial wash sabun cuci wajah,"amino, acid hyaluronic",anti jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
himalaya oil control lemon face wash cleanser wajah minyak,himalaya,face wash cleanser,lemon,"oil control, wajah minyak",0.0,,Skincare Anti-Aging dan Brightening
cosrx low ph morning gel cleanser membersihkan wajah,cosrx,gel cleanser,,"low ph, morning, membersihkan wajah",1.0,,Pembersih Wajah dan Perawatan Jerawat
banana boat sunscreen lotion sensitive skin spf50,banana boat,sunscreen lotion,,"sensitive skin, spf50",0.0,,Skincare Anti-Aging dan Brightening
labore protect physical sunscreen melindungi kulit dari uva uvb,labore,sunscreen,,"protect physical, melindungi kulit dari uva uvb",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
nacific calendula toner wajah,nacific,toner wajah,calendula,,4.0,,Brightening dengan Bahan Aktif
erha age corrector peptides soya phytoplacenta serum anti - aging wajah kering essence,erha,"serum, essence",peptides soya phytoplacenta,"age corrector, anti - aging wajah kering",0.0,,Skincare Anti-Aging dan Brightening
ponds men ultra bright oil fighter,ponds men,,,ultra bright oil fighter,4.0,,Brightening dengan Bahan Aktif
the originote ceramella sunscreen spf 50 ceramide tremella vitamin c hyaluronic,the originote,sunscreen,"ceramella, ceramide tremella vitamin c, hyaluronic",spf 50,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
somethinc acnedot treatment moisturizer gel pelembab wajah,somethinc,moisturizer gel pelembab wajah,,acnedot treatment,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific serum barrier repair ceramide,skintific,serum,ceramide,barrier repair,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific repair ceramide barrier,skintific,,ceramide,"repair, barrier",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
kahf skin energizing brightening face wash sabun cleanser wajah pria,kahf,face wash sabun cleanser,,"skin energizing brightening, wajah pria",0.0,,Skincare Anti-Aging dan Brightening
azarine radiance barrier moisturizer pelembab wajah,azarine,moisturizer pelembab wajah,,radiance barrier,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
cetaphil cleanser wajah tubuh,cetaphil,cleanser,,wajah tubuh,1.0,,Pembersih Wajah dan Perawatan Jerawat
parasol uv guard spf 30 pa sunscreen,parasol,sunscreen,,uv guard spf 30 pa,0.0,,Skincare Anti-Aging dan Brightening
clinelle purifying gel moisturizer pelembab kulit wajah,clinelle,gel moisturizer,,"purifying, pelembab kulit wajah",3.0,,Hidrasi dan Perawatan Kulit Sensitif
light foam,,foam,,light,1.0,,Pembersih Wajah dan Perawatan Jerawat
nuface glow brighten supple skin serum niacinamide,nuface,serum,niacinamide,"glow, brighten supple skin",4.0,,Brightening dengan Bahan Aktif
derma facial wash normal dry skin,derma,facial wash,,normal dry skin,4.0,,Brightening dengan Bahan Aktif
la roche posay serum,la roche posay,serum,,,4.0,,Brightening dengan Bahan Aktif
dermawand solusi kulit keriput noda hitam,dermawand,,,solusi kulit keriput noda hitam,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
banana boat spray spf50,banana boat,spray,,spf50,3.0,,Hidrasi dan Perawatan Kulit Sensitif
labore hydrating face body cleanser wajah tubuh,labore,body cleanser,,"hydrating face, wajah tubuh",4.0,,Brightening dengan Bahan Aktif
cetaphil moisturizing lotion tubuh untuk melembapkan kulit,cetaphil,lotion,,"moisturizing, tubuh untuk melembapkan kulit",3.0,,Hidrasi dan Perawatan Kulit Sensitif
la roche posay sunscreen uvmune oil control,la roche posay,sunscreen,,"uvmune, oil control",0.0,,Skincare Anti-Aging dan Brightening
erha shield sunscreen oily skin spf 30 pa wajah berminyak,erha,sunscreen,,"shield, oily skin spf 30 pa wajah berminyak",1.0,,Pembersih Wajah dan Perawatan Jerawat
kelly lemon soap,kelly,soap,lemon,,1.0,,Pembersih Wajah dan Perawatan Jerawat
skin aqua tone up uv essence spf 50 pa perlindungan terbaik untuk wajah tubuh segar natural hyaluronic,skin aqua,"tone up, essence",hyaluronic,"uv, spf 50 pa perlindungan terbaik untuk wajah tubuh segar natural",0.0,,Skincare Anti-Aging dan Brightening
nuface glow acneprone care serum jerawat,nuface,serum,,"glow, acneprone care, jerawat",4.0,,Brightening dengan Bahan Aktif
fair lovely glow vitamin c mask,fair lovely,mask,vitamin c,glow,0.0,,Skincare Anti-Aging dan Brightening
bioderma spf sunscreen kulit sensitif,bioderma,sunscreen,,"spf, kulit sensitif",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
banana boat ultra protect spf30 sunblock wajah,banana boat,sunblock wajah,,ultra protect spf30,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
cerave daily moisturising cream dry to very skin,cerave,cream,,"daily moisturising, dry to very skin",4.0,,Brightening dengan Bahan Aktif
ponds men light,ponds men,,,light,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
himalaya brightening vitamin c orange face wash,himalaya,face wash,vitamin c orange,brightening,0.0,,Skincare Anti-Aging dan Brightening
azarine calm my jerawat sunscreen moisturizer spf35 tabir surya gel,azarine,"sunscreen moisturizer, tabir surya gel",,"calm my jerawat, spf35",1.0,,Pembersih Wajah dan Perawatan Jerawat
hada labo gokujyun eye cream pelembab hitam hydrating,hada labo gokujyun,cream,,"eye, pelembab hitam hydrating",1.0,,Pembersih Wajah dan Perawatan Jerawat
bioderma moisturizer pelembap,bioderma,"moisturizer, pelembap",,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
simple kind to skin hydrating light moisturizer pelembab wajah,simple kind to skin,moisturizer pelembab wajah,,hydrating light,1.0,,Pembersih Wajah dan Perawatan Jerawat
emina bright jerawat face wash untuk facial hitam,emina,face wash,,"bright, jerawat, untuk facial hitam",4.0,,Brightening dengan Bahan Aktif
skin aqua shield serum uv spf 50 acid aging,skin aqua,serum,,"shield, uv spf 50 acid aging",0.0,,Skincare Anti-Aging dan Brightening
acnes natural care yoghurt face wash facial membersihkan,acnes,face wash,yoghurt,"natural care, facial membersihkan",4.0,,Brightening dengan Bahan Aktif
kahf face wash triple action oil and comedo,kahf,face wash,,triple action oil and comedo,0.0,,Skincare Anti-Aging dan Brightening
senka facial foam white cleanser wajah,senka,"facial foam, cleanser wajah",,white,1.0,,Pembersih Wajah dan Perawatan Jerawat
vaseline aloe fresh hydrating pump,vaseline,pump,aloe,fresh hydrating,1.0,,Pembersih Wajah dan Perawatan Jerawat
melano vitamin c brightening toner mencerahkan wajah kusam hitam dark kering perawatan,melano,toner,vitamin c,"brightening, mencerahkan wajah kusam hitam dark kering perawatan",0.0,,Skincare Anti-Aging dan Brightening
himalaya men power glow licorice face wash cleanser wajah pria,himalaya men,face wash cleanser,licorice,"power glow, wajah pria",0.0,,Skincare Anti-Aging dan Brightening
la roche posay cleanser foaming gel,la roche posay,"cleanser, foaming gel",,,1.0,,Pembersih Wajah dan Perawatan Jerawat
cetaphil daily exfoliating cleanser,cetaphil,cleanser,,daily exfoliating,4.0,,Brightening dengan Bahan Aktif
neutrogena dry touch sunscreen spf face sunblock,neutrogena,"sunscreen, face sunblock",,"dry touch, spf",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
kahf exfoliating face scrub angkat sel kulit mati lawan noda hitam,kahf,face scrub,,"exfoliating, angkat sel kulit mati lawan noda hitam",4.0,,Brightening dengan Bahan Aktif
cetaphil daily facial lotion spf15 sun care,cetaphil,lotion,,"daily facial, spf15 sun care",3.0,,Hidrasi dan Perawatan Kulit Sensitif
cerave foaming cleanser normal to oily skin wajah,cerave,foaming cleanser,,normal to oily skin wajah,4.0,,Brightening dengan Bahan Aktif
cetaphil serum bright healthy radiance perfecting,cetaphil,serum,,bright healthy radiance perfecting,4.0,,Brightening dengan Bahan Aktif
skintific ceramide low ph cleanser sensitive skin,skintific,cleanser,ceramide,"low ph, sensitive skin",1.0,,Pembersih Wajah dan Perawatan Jerawat
bioderma sabun kulit kering sensitif,bioderma,sabun,,kulit kering sensitif,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
azarine hydrashoothe sunscreen gel spf45 tabir surya,azarine,"sunscreen gel, tabir surya",,"hydrashoothe, spf45",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
cerave hydrating cleanser normal to dry skin facial wash,cerave,"cleanser, facial wash",,"hydrating, normal to dry skin",4.0,,Brightening dengan Bahan Aktif
hada labo tamagohada face wash make up remover,hada labo tamagohada,face wash,,make up remover,0.0,,Skincare Anti-Aging dan Brightening
nivea men face wash deep jerawat attack scrub,nivea men,"face wash, scrub",,deep jerawat attack,1.0,,Pembersih Wajah dan Perawatan Jerawat
erha niacinamide essence night cream moisturizer wajah pelembab lightening,erha,"essence, cream moisturizer wajah pelembab",niacinamide,"night, lightening",1.0,,Pembersih Wajah dan Perawatan Jerawat
garnier men turbo light whitet oilcontrol,garnier men,,,turbo light whitet oilcontrol,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
y o u amino oil control facial wash membersihkan pori mengeksfoliasi kulit hyaluronic acid,y o u,facial wash,"amino, hyaluronic acid","oil control, membersihkan pori mengeksfoliasi kulit",0.0,,Skincare Anti-Aging dan Brightening
neutrogena hydro boost hyaluronic acid water gel pelembap wajah,neutrogena hydro,water gel pelembap wajah,hyaluronic acid,boost,4.0,,Brightening dengan Bahan Aktif
la roche posay sun screen uvmune spf50,la roche posay,sun screen,,"uvmune, spf50",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
senka facial foam jerawat care cleanser wajah,senka,"facial foam, cleanser wajah",,jerawat care,1.0,,Pembersih Wajah dan Perawatan Jerawat
erha age corrector aha bha red algae sabun wajah mencerahkan kering berminyak niacinamide facial,erha,sabun wajah,"aha bha red algae, niacinamide","age corrector, mencerahkan kering berminyak, facial",4.0,,Brightening dengan Bahan Aktif
ponds foam,ponds,foam,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
acnes creamy wash facial,acnes,creamy wash facial,,,4.0,,Brightening dengan Bahan Aktif
cetaphil day protection cream spf15 pagi mencerahkan,cetaphil,cream,,"day protection, spf15 pagi mencerahkan",0.0,,Skincare Anti-Aging dan Brightening
cetaphil cleanser,cetaphil,cleanser,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
sabun kojie san soap kojic acid,kojie san,"sabun, soap",kojic acid,,4.0,,Brightening dengan Bahan Aktif
himalaya clear complexion white face wash pembasuh wajah,himalaya,face wash pembasuh wajah,,clear complexion white,0.0,,Skincare Anti-Aging dan Brightening
fair lovely vitamin cream,fair lovely,cream,vitamin,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
biore mens facial foam bright oil clear,biore mens,facial foam,,bright oil clear,3.0,,Hidrasi dan Perawatan Kulit Sensitif
carasun healthy uv protector spf 50 pa sunscreen lotion wajah berminyak facial,carasun,sunscreen lotion,,"healthy, uv protector spf 50 pa, wajah berminyak facial",0.0,,Skincare Anti-Aging dan Brightening
la roche posay face mist sensitive skin,la roche posay,face mist,,sensitive skin,3.0,,Hidrasi dan Perawatan Kulit Sensitif
safi age defy serum anti - aging,safi,serum,,"age defy, anti - aging",0.0,,Skincare Anti-Aging dan Brightening
erha chamomile jerawat blemish toner mencerahkan wajah berminyak perawatan,erha,toner,chamomile,"jerawat blemish, mencerahkan wajah berminyak perawatan",1.0,,Pembersih Wajah dan Perawatan Jerawat
ponds,ponds,,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
nuface glow vitamin c serum pencerah kulit wajah kusam,nuface,serum,vitamin c,"glow, pencerah kulit wajah kusam",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
modis facial cotton,modis,facial cotton,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
safi white natural brightening cream mengontrol minyak strawberry lemon perawatan wajah mencerahkan vitamin,safi,cream,"strawberry lemon, vitamin","white natural brightening, mengontrol minyak, perawatan wajah mencerahkan",1.0,,Pembersih Wajah dan Perawatan Jerawat
clinelle face mist,clinelle,face mist,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
erha shield daily sunscreen spf 50 pa sunblock facial,erha,"sunscreen, sunblock facial",,"shield, daily, spf 50 pa",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
precious skin anti melasma white collagen facial soap sabun membersihkan kotoran memutihkan wajah,precious skin,facial soap sabun,collagen,"anti melasma white, membersihkan kotoran memutihkan wajah",4.0,,Brightening dengan Bahan Aktif
aveeno daily moisturising body wash sabun mandi,aveeno,body wash sabun mandi,,daily moisturising,4.0,,Brightening dengan Bahan Aktif
bioderma sabun kulit kering sensitif,bioderma,sabun,,kulit kering sensitif,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
wardah bright creamy foam brightening oil control sabun pencuci wajah mencerahkan,wardah,"creamy foam, sabun pencuci wajah",,"bright, brightening oil control, mencerahkan",4.0,,Brightening dengan Bahan Aktif
momami sun spf50 pa,momami,sun,,spf50 pa,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
emina bright face wash sabun cuci wajah mencerahkan glowing,emina,face wash sabun cuci wajah,,"bright, mencerahkan glowing",4.0,,Brightening dengan Bahan Aktif
hada labo shirojyun white serum mencerahkan wajah tranexamic acid hyaluronic,hada labo shirojyun,serum,tranexamic acid hyaluronic,"white, mencerahkan wajah",4.0,,Brightening dengan Bahan Aktif
senka facial foam collagen cleanser wajah,senka,"facial foam, cleanser wajah",collagen,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
erha facial wash sabun wajah jerawat mencerahkan wanita cleanser kering berminyak perawatan,erha,"facial wash sabun wajah, cleanser",,"jerawat mencerahkan wanita, kering berminyak perawatan",1.0,,Pembersih Wajah dan Perawatan Jerawat
cosrx salicylic acid daily cleanser,cosrx,cleanser,salicylic acid,daily,4.0,,Brightening dengan Bahan Aktif
